ID	genbank name	AHRD name
CNAG_00471	mitochondrial protein	Cytochrome c oxidase assembly protein 3, mitochondrial
CNAG_00472	hypothetical protein	Unknown protein
CNAG_00473	oligosaccharyltransferase complex subunit epsilon	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1
CNAG_00474	hypothetical protein	Unknown protein
CNAG_00475	WSC domain-containing protein	WSC domain-containing protein 2
CNAG_00476	hypothetical protein	Unknown protein
CNAG_00480	hypothetical protein	Unknown protein
CNAG_00481	hypothetical protein	Unknown protein
CNAG_00482	26S proteasome regulatory subunit N10	26S proteasome non-ATPase regulatory subunit 4
CNAG_00483	actin	Actin-2
CNAG_00484	2-oxoisovalerate dehydrogenase E2 component (dihydrolipoyl transacylase)	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
CNAG_00485	hypothetical protein	Unknown protein
CNAG_00486	succinate dehydrogenase assembly factor 2, mitochondrial	Succinate dehydrogenase assembly factor 2, mitochondrial
CNAG_00487	hypothetical protein	Unknown protein
CNAG_00488	hypothetical protein	Phospholipase B1, membrane-associated
CNAG_00490	acetyl-CoA acyltransferase	3-ketoacyl-CoA thiolase
CNAG_00491	hypothetical protein	Iron-sulfur cluster insertion protein ErpA
CNAG_00492	hypothetical protein	Unknown protein
CNAG_00493	hypothetical protein	Unknown protein
CNAG_00495	hypothetical protein	Guanine nucleotide exchange factor MSS4
CNAG_00496	hypothetical protein	Unknown protein
CNAG_00497	hypothetical protein	Anoctamin-10
CNAG_00498	cell division cycle protein 14	Tyrosine-protein phosphatase
CNAG_00499	solute carrier family 25 (mitochondrial carnitine/acylcarnitine transporter), member 20/29	Mitochondrial substrate carrier family protein B
CNAG_00500	protein phosphatase	Probable protein phosphatase 2C 2
CNAG_00501	hypothetical protein	Unknown protein
CNAG_00502	large subunit ribosomal protein L35	50S ribosomal protein L35
CNAG_00503	hypothetical protein	Unknown protein
CNAG_00504	peptidyl-prolyl cis-trans isomerase-like 4	Peptidyl-prolyl cis-trans isomerase-like 2
CNAG_00505	hypothetical protein	Unknown protein
CNAG_00506	hypothetical protein	Unknown protein
CNAG_00507	nitrilase	Nitrilase
CNAG_00508	vacuolar protein sorting-associated protein vps17	Sorting nexin-1
CNAG_00509	translation initiation factor 3 subunit M	Eukaryotic translation initiation factor 3 subunit M
CNAG_00510	prefoldin subunit 2	Probable prefoldin subunit 2
CNAG_00511	hypothetical protein	Unknown protein
CNAG_00512	mitochondrial carrier protein	37S ribosomal protein S23, mitochondrial
CNAG_00513	nucleolar protein 53	Glioma tumor suppressor candidate region gene 2 protein
CNAG_00514	hypothetical protein	Unknown protein
CNAG_00515	mannitol dehydrogenase	Alcohol dehydrogenase
CNAG_00516	peroxin-7	WD repeat-containing protein 24
CNAG_00517	hypothetical protein	Unknown protein
CNAG_00519	lathosterol oxidase	Probable C-5 sterol desaturase
CNAG_00520	hypothetical protein	Cellular nucleic acid-binding protein
CNAG_00521	hypothetical protein	Probable transporter MCH1
CNAG_00522	C2 domain-containing protein	Synaptotagmin-3
CNAG_00523	hypothetical protein	Unknown protein
CNAG_00524	acetyl-CoA acyltransferase 2	3-ketoacyl-CoA thiolase
CNAG_00525	dynein light intermediate chain 1, cytosolic	Cytoplasmic dynein 1 light intermediate chain 2
CNAG_00526	hypothetical protein	Unknown protein
CNAG_00527	translation initiation factor eIF-2B subunit epsilon	Probable translation initiation factor eIF-2B subunit epsilon
CNAG_00528	WD-repeat protein 23	WD repeat-containing protein 5
CNAG_00529	sulfite transporter	Sulfite efflux pump SSU1
CNAG_00531	potassium/sodium efflux P-type ATPase, fungal-type	Calcium-transporting ATPase 1
CNAG_00532	hypothetical protein	Unknown protein
CNAG_00533	mitochondrial import inner membrane translocase subunit TIM50	Mitochondrial import inner membrane translocase subunit TIM50
CNAG_00534	hypothetical protein	Unknown protein
CNAG_00535	large subunit ribosomal protein L16	50S ribosomal protein L16
CNAG_00536	hypothetical protein	Unknown protein
CNAG_00537	carnitine O-acetyltransferase	Carnitine O-acetyltransferase
CNAG_00538	hypothetical protein	Unknown protein
CNAG_00539	membrane transporter	Uncharacterized MFS-type transporter C409.08
CNAG_00540	pantothenate transporter	Allantoate permease
CNAG_00541	dimethylaniline monooxygenase	Dimethylaniline monooxygenase [N-oxide-forming] 2
CNAG_00542	salicylate hydroxylase	FAD-dependent urate hydroxylase
CNAG_00543	hypothetical protein	Thiopurine S-methyltransferase
CNAG_00544	hypothetical protein	Unknown protein
CNAG_00545	cohesin loading factor subunit SCC2	Nipped-B-like protein
CNAG_00546	chitin synthase	Chitin synthase 6
CNAG_00547	hypothetical protein	Unknown protein
CNAG_00549	hypothetical protein	Unknown protein
CNAG_00550	DNA mismatch repair protein MSH5	DNA mismatch repair protein MutS
CNAG_00551	poly(A) polymerase	Poly(A) polymerase
CNAG_00554	inositol phosphorylsphingolipid-phospholipase C	Inositol phosphosphingolipids phospholipase C
CNAG_00555	hypothetical protein	Unknown protein
CNAG_00556	CK1/CK1/CK1-G protein kinase	Casein kinase I
CNAG_00557	U6 snRNA-associated Sm-like protein LSm8	Small nuclear ribonucleoprotein-associated protein B'
CNAG_00558	hypothetical protein	Unknown protein
CNAG_00559	hypothetical protein	Unknown protein
CNAG_00560	V-type H+-transporting ATPase subunit E	V-type proton ATPase subunit E
CNAG_00561	histone acetyltransferase type B catalytic subunit	Histone acetyltransferase type B catalytic subunit Histone acetyltransferase type B catalytic subunit
CNAG_00562	hypothetical protein	BTB/POZ domain-containing protein 2
CNAG_00563	hypothetical protein	Unknown protein
CNAG_00564	hypothetical protein	Unknown protein
CNAG_00565	dynamin GTPase	Vacuolar protein sorting-associated protein 1
CNAG_00566	DNA ligase 1	DNA ligase 3
CNAG_00567	WD40 repeat protein	WD repeat-containing protein 85
CNAG_00568	hypothetical protein	Unknown protein
CNAG_00569	GTP cyclohydrolase II	Probable GTP cyclohydrolase-2
CNAG_00570	cAMP-dependent protein kinase regulator	cAMP-dependent protein kinase regulatory subunit
CNAG_00571	hypothetical protein	Unknown protein
CNAG_00572	DNA excision repair protein ERCC-2	DNA repair helicase rad15
CNAG_00573	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex 6	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6
CNAG_00574	amino acid/metabolite permease	Amino-acid permease 2
CNAG_00575	catalase	Catalase-1
CNAG_00576	mitochondrial protein	Alpha/beta hydrolase domain-containing protein 11
CNAG_00577	hypothetical protein	Uncharacterized protein C19C7.01
CNAG_00580	translation initiation factor IF-2	Translation initiation factor IF-2
CNAG_00581	saccharopepsin	Aspartic protease 3
CNAG_00582	vacuolar transporter chaperone 1	Vacuolar transporter chaperone 1
CNAG_00583	hypothetical protein	Unknown protein
CNAG_00584	profilin	Profilin
CNAG_00585	hypothetical protein	Unknown protein
CNAG_00586	hypothetical protein	Unknown protein
CNAG_00587	hypothetical protein	Unknown protein
CNAG_00588	hypothetical protein	Unknown protein
CNAG_00589	5-formyltetrahydrofolate cyclo-ligase	Probable 5-formyltetrahydrofolate cyclo-ligase
CNAG_00590	para-aminobenzoate synthetase	Para-aminobenzoate synthase component 1
CNAG_00591	hypothetical protein	Unknown protein
CNAG_00592	dolichol-phosphate mannosyltransferase	UPF0613 protein PB24D3.06c
CNAG_00593	hypothetical protein	Altered inheritance of mitochondria protein 18, mitochondrial
CNAG_00594	lipid particle protein	Lipase 1
CNAG_00595	hypothetical protein	Unknown protein
CNAG_00596	hypothetical protein	Beta-glucanase
CNAG_00597	amino acid transporter	Amino-acid permease 1
CNAG_00598	nicotinamide mononucleotide permease	Putative tartrate transporter
CNAG_00599	anion transporter	Anion exchange protein 3
CNAG_00600	capsular associated protein	Unknown protein
CNAG_00601	glycosyl hydrolase	Probable endo-beta-1,4-glucanase D
CNAG_00602	translation initiation factor 3 subunit I	Eukaryotic translation initiation factor 3 subunit I
CNAG_00603	pre-rRNA-processing protein PNO1	Pre-rRNA-processing protein PNO1 Pre-rRNA-processing protein PNO1
CNAG_00604	hypothetical protein	Unknown protein
CNAG_00605	cytoplasmic protein	Prostaglandin reductase 1
CNAG_00606	transcription initiation factor TFIID subunit 7	Transcription initiation factor TFIID subunit 7
CNAG_00607	hypothetical protein	Protein flightless-1
CNAG_00608	hypothetical protein	Unknown protein
CNAG_00609	hypothetical protein	Uncharacterized protein C26F1.08c
CNAG_00612	DNA excision repair protein ERCC-3	TFIIH basal transcription factor complex helicase XPB subunit
CNAG_00613	cytosine deaminase	tRNA-specific adenosine deaminase tRNA-specific adenosine deaminase tRNA-specific adenosine deaminase
CNAG_00614	hypothetical protein	Unknown protein
CNAG_00615	hypothetical protein	Unknown protein
CNAG_00619	tubulin folding cofactor C	Unknown protein
CNAG_00622	acetylornithine aminotransferase	Acetylornithine aminotransferase
CNAG_00623	cytoplasmic protein	Uncharacterized glycosyl hydrolase YIR007W
CNAG_00624	hypothetical protein	ER membrane protein complex subunit 2
CNAG_00625	ARF guanyl-nucleotide exchange factor	Brefeldin A-inhibited guanine nucleotide-exchange protein 2
CNAG_00626	hypothetical protein	Unknown protein
CNAG_00627	specific transcriptional repressor	Transcription factor Sox-6
CNAG_00628	hypothetical protein	Protein YciI Protein YciI Protein YciI
CNAG_00632	hypothetical protein	Prenylated Rab acceptor 1
CNAG_00633	hypothetical protein	Unknown protein
CNAG_00634	hypothetical protein	Unknown protein
CNAG_00635	cytoplasmic protein	Vigilin
CNAG_00636	CDC7 protein kinase	Cyclin-dependent kinase-like 5
CNAG_00637	cystathionine beta-synthase	Cystathionine beta-synthase
CNAG_00638	GTPase	GTPase Der
CNAG_00639	hypothetical protein	Probable allantoinase 1
CNAG_00640	small subunit ribosomal protein S4-A	40S ribosomal protein S4
CNAG_00641	transcription elongation factor SPT5	Transcription elongation factor SPT5
CNAG_00642	hypothetical protein	Unknown protein
CNAG_00643	hypothetical protein	Unknown protein
CNAG_00644	sphingolipid delta-4 desaturase	Sphingolipid delta(4)-desaturase DES1
CNAG_00645	2,5-diamino-6-(ribosylamino)-4(3H)-pyrimidinone 5'-phosphate reductase	2,5-diamino-6-ribosylamino-4(3H)-pyrimidinone 5'-phosphate reductase
CNAG_00647	hypothetical protein	Unknown protein
CNAG_00648	esterase/lipase	Putative monoglyceride lipase
CNAG_00649	tryptophan synthase, beta subunit	Tryptophan synthase beta chain 2
CNAG_00650	GRAM domain-containing protein	GRAM domain-containing protein 1A
CNAG_00651	ATP-binding cassette, subfamily D (ALD), peroxisomal long-chain fatty acid import protein	Methionine import ATP-binding protein MetN 2
CNAG_00652	hypothetical protein	Unknown protein
CNAG_00653	hypothetical protein	Unknown protein
CNAG_00654	sulfiredoxin	Sulfiredoxin-1
CNAG_00655	large subunit acidic ribosomal protein P1	60S acidic ribosomal protein P1
CNAG_00656	large subunit ribosomal protein L7e	60S ribosomal protein L7
CNAG_00657	hypothetical protein	Unknown protein
CNAG_00658	hypothetical protein	Integral inner nuclear membrane protein ima1
CNAG_00659	TFIIH basal transcription factor complex TTD-A subunit	RNA polymerase II transcription factor B subunit 5
CNAG_00660	histone deacetylase HOS3	Histone deacetylase 4
CNAG_00661	hypothetical protein	Bromodomain-containing factor 2
CNAG_00662	carboxymethylenebutenolidase	Putative carboxymethylenebutenolidase
CNAG_00663	hypothetical protein	Unknown protein
CNAG_00664	hypothetical protein	Unknown protein
CNAG_00665	DNA topoisomerase 2-associated protein PAT1	DNA topoisomerase 2-associated protein pat1
CNAG_00666	nucleoporin nsp1	Nucleoporin NSP1
CNAG_00667	hypothetical protein	Unknown protein
CNAG_00668	hypothetical protein	Unknown protein
CNAG_00669	hypothetical protein	Unknown protein
CNAG_00670	hypothetical protein	Unknown protein
CNAG_00671	cytoplasmic protein	Transcription factor 25
CNAG_00672	small subunit ribosomal protein S11	30S ribosomal protein S17
CNAG_00673	cytoplasmic protein	Golgi to ER traffic protein 4
CNAG_00674	hypothetical protein	Unknown protein
CNAG_00675	carnitine/acyl carnitine carrier	Solute carrier family 25 member 38 homolog
CNAG_00676	ESCRT-I complex subunit VPS28	Vacuolar protein sorting-associated protein 28 homolog 2
CNAG_00677	E3 ubiquitin-protein ligase UHRF1	E3 ubiquitin-protein ligase ORTHRUS 1
CNAG_00678	urease accessory protein UreG	Uncharacterized urease accessory protein ureG-like
CNAG_00679	hypothetical protein	Unknown protein
CNAG_00680	kinetochore protein Nuf2	Probable kinetochore protein NUF2
CNAG_00681	condensin complex subunit 3	Condensin complex subunit 3
CNAG_00682	kinesin	Kinesin-related protein 4
CNAG_00683	CMGC/CLK protein kinase	Mitogen-activated protein kinase 11
CNAG_00684	ribulose-phosphate 3-epimerase	Ribulose-phosphate 3-epimerase
CNAG_00685	pre-mRNA-splicing ATP-dependent RNA helicase PRP28	ATP-dependent RNA helicase DED1
CNAG_00686	hypothetical protein	Unknown protein
CNAG_00687	hypothetical protein	Unknown protein
CNAG_00688	hypothetical protein	Putative esterase C31F10.02
CNAG_00689	beta-1,4-mannosyltransferase	Chitobiosyldiphosphodolichol beta-mannosyltransferase
CNAG_00690	hypothetical protein	Histidine protein methyltransferase 1
CNAG_00691	hypothetical protein	Unknown protein
CNAG_00692	FAD dependent oxidoreductase	L-2-hydroxyglutarate dehydrogenase, mitochondrial
CNAG_00693	F-box and WD-40 domain-containing protein CDC4	WD repeat-containing protein 86
CNAG_00694	pre-mRNA-splicing factor CLF1	Pre-mRNA-splicing factor CLF1
CNAG_00695	hypothetical protein	Unknown protein
CNAG_00696	alpha-mannosidase	Alpha-mannosidase
CNAG_00697	UDP-glucose 4-epimerase	UDP-glucose 4-epimerase 2
CNAG_00698	hypothetical protein	Unknown protein
CNAG_00699	transmembrane receptor	WSC domain-containing protein 2
CNAG_00700	phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase	Bifunctional purine biosynthesis protein PurH
CNAG_00701	hypothetical protein	Unknown protein
CNAG_00702	hypothetical protein	EGF domain-specific O-linked N-acetylglucosamine transferase
CNAG_00703	large subunit ribosomal protein L31e	60S ribosomal protein L31
CNAG_00704	hypothetical protein	Unknown protein
CNAG_00705	RuvB-like helicase 2	Holliday junction ATP-dependent DNA helicase RuvB
CNAG_00706	RNA-binding protein rnp24	Probable RNA-binding protein 19
CNAG_00707	protein SYM1	Protein Mpv17
CNAG_00708	pre-mRNA-splicing factor SLT11	Pre-mRNA-splicing factor SLT11 Pre-mRNA-splicing factor SLT11
CNAG_00709	uracil-DNA glycosylase	Uracil-DNA glycosylase
CNAG_00710	glutamine synthetase	Glutamine synthetase
CNAG_00711	hypothetical protein	Unknown protein
CNAG_00712	hypothetical protein	Pre-mRNA-splicing factor SPP2
CNAG_00713	V-type H+-transporting ATPase 54 kDa subunit	V-type proton ATPase subunit H
CNAG_00714	hypothetical protein	Unknown protein
CNAG_00715	hypothetical protein	Unknown protein
CNAG_00716	cytochrome c	Cytochrome c
CNAG_00717	hypothetical protein	Unknown protein
CNAG_00718	chromatin assembly factor 1 subunit B	WD repeat-containing protein 5
CNAG_00719	ribosome biogenesis ATPase	26S protease regulatory subunit 7
CNAG_00720	DNA repair protein RAD51	DNA repair and recombination protein RadA
CNAG_00721	alpha-1,3-mannosyltransferase	Alpha-1,3-mannosyltransferase CMT1
CNAG_00722	large subunit ribosomal protein L27	50S ribosomal protein L27
CNAG_00723	hypothetical protein	Unknown protein
CNAG_00726	hypothetical protein	Putative tartrate transporter
CNAG_00727	mitochondrial protein with role in iron accumulation	Cation-efflux pump FieF Cation-efflux pump FieF
CNAG_00728	dityrosine transporter	Multidrug resistance protein D
CNAG_00729	hypothetical protein	Unknown protein
CNAG_00730	ATP-binding cassette transporter	ABC transporter G family member 37
CNAG_00732	hypothetical protein	Unknown protein
CNAG_00733	hypothetical protein	Unknown protein
CNAG_00734	dihydroorotase, homodimeric type	Dihydroorotase
CNAG_00735	aldehyde dehydrogenase family 7 member A1	Betaine aldehyde dehydrogenase
CNAG_00736	exocyst protein	Exocyst complex component 2
CNAG_00737	hypothetical protein	Protein FAM102B
CNAG_00738	hypothetical protein	Unknown protein
CNAG_00739	hypothetical protein	UPF0586 protein C9orf41 homolog
CNAG_00740	hypothetical protein	SWI/SNF chromatin-remodeling complex subunit snf5
CNAG_00741	ATP-dependent RNA helicase SUB2	ATP-dependent RNA helicase FAL1
CNAG_00742	serine palmitoyltransferase	Putative 8-amino-7-oxononanoate synthase
CNAG_00743	imidazoleglycerol phosphate synthase, cyclase subunit	Imidazole glycerol phosphate synthase subunit HisF
CNAG_00744	alpha 1,6-mannosyltransferase	Initiation-specific alpha-1,6-mannosyltransferase
CNAG_00745	HAL protein kinase	Serine/threonine-protein kinase 36
CNAG_00746	hypothetical protein	Unknown protein
CNAG_00747	succinyl-CoA synthetase beta subunit	Succinyl-CoA ligase [ADP-forming] subunit beta
CNAG_00748	hypothetical protein	Unknown protein
CNAG_00749	alternative sulfate transporter	Putative tartrate transporter
CNAG_00750	hypothetical protein	Protein-lysine methyltransferase METTL21A
