[Gene ID]	[Organism]	[Genomic Location]	[Product Description]	
CNAG_00276	C. neoformans var. grubii H99	CneoH99_Chr01: 717,786 - 719,080 (+)	conserved hypothetical protein 	
CNAG_00277	C. neoformans var. grubii H99	CneoH99_Chr01: 719,572 - 720,466 (+)	conserved hypothetical protein 	
CNAG_00278	C. neoformans var. grubii H99	CneoH99_Chr01: 720,563 - 721,677 (-)	methionyl aminopeptidase 	
CNAG_00279	C. neoformans var. grubii H99	CneoH99_Chr01: 722,186 - 723,138 (+)	conserved hypothetical protein 	
CNAG_00280	C. neoformans var. grubii H99	CneoH99_Chr01: 723,965 - 725,167 (+)	mitochondrial Mrb1 	
CNAG_00283	C. neoformans var. grubii H99	CneoH99_Chr01: 730,994 - 732,577 (-)	conserved hypothetical protein 	
CNAG_00284	C. neoformans var. grubii H99	CneoH99_Chr01: 733,024 - 735,227 (+)	efflux protein EncT 	
CNAG_00285	C. neoformans var. grubii H99	CneoH99_Chr01: 735,435 - 740,002 (-)	conserved hypothetical protein 	
CNAG_00286	C. neoformans var. grubii H99	CneoH99_Chr01: 741,644 - 743,653 (-)	conserved hypothetical protein 	
CNAG_00287	C. neoformans var. grubii H99	CneoH99_Chr01: 744,176 - 745,675 (+)	cytoplasmic protein 	
CNAG_00288	C. neoformans var. grubii H99	CneoH99_Chr01: 745,984 - 746,917 (+)	oligoribonuclease 	
CNAG_00289	C. neoformans var. grubii H99	CneoH99_Chr01: 746,989 - 747,970 (-)	conserved hypothetical protein 	
CNAG_00290	C. neoformans var. grubii H99	CneoH99_Chr01: 748,386 - 750,282 (+)	aminopeptidase 	
CNAG_00291	C. neoformans var. grubii H99	CneoH99_Chr01: 750,738 - 752,464 (+)	conserved hypothetical protein 	
CNAG_00292	C. neoformans var. grubii H99	CneoH99_Chr01: 753,054 - 754,846 (+)	zinc-finger protein zpr1 	
CNAG_00293	C. neoformans var. grubii H99	CneoH99_Chr01: 755,286 - 756,862 (-)	ras-like protein 	
CNAG_00294	C. neoformans var. grubii H99	CneoH99_Chr01: 757,280 - 759,480 (+)	conserved hypothetical protein 	
CNAG_00295	C. neoformans var. grubii H99	CneoH99_Chr01: 759,607 - 760,638 (-)	predicted protein 	
CNAG_00299	C. neoformans var. grubii H99	CneoH99_Chr01: 767,478 - 771,929 (+)	DNA repair protein RAD5 	
CNAG_00300	C. neoformans var. grubii H99	CneoH99_Chr01: 772,002 - 775,439 (-)	gamma-tubulin complex component 2 	
CNAG_00301	C. neoformans var. grubii H99	CneoH99_Chr01: 775,999 - 777,218 (+)	conserved hypothetical protein 	
CNAG_00302	C. neoformans var. grubii H99	CneoH99_Chr01: 777,833 - 778,781 (+)	conserved hypothetical protein 	
CNAG_00303	C. neoformans var. grubii H99	CneoH99_Chr01: 778,974 - 781,458 (-)	high-affinity nicotinic acid transporter 	
CNAG_00304	C. neoformans var. grubii H99	CneoH99_Chr01: 782,679 - 783,143 (-)	predicted protein 	
CNAG_00305	C. neoformans var. grubii H99	CneoH99_Chr01: 783,457 - 784,960 (+)	chaperone activator 	
CNAG_00306	C. neoformans var. grubii H99	CneoH99_Chr01: 787,948 - 789,021 (+)	conserved hypothetical protein 	
CNAG_00307	C. neoformans var. grubii H99	CneoH99_Chr01: 789,725 - 790,106 (-)	predicted protein 	
CNAG_00308	C. neoformans var. grubii H99	CneoH99_Chr01: 790,840 - 792,872 (-)	gly-X carboxypeptidase 	
CNAG_00309	C. neoformans var. grubii H99	CneoH99_Chr01: 792,952 - 796,917 (+)	membrane protein 	
CNAG_00310	C. neoformans var. grubii H99	CneoH99_Chr01: 797,268 - 799,004 (+)	conserved hypothetical protein 	
CNAG_00311	C. neoformans var. grubii H99	CneoH99_Chr01: 799,072 - 800,826 (-)	3-hydroxyisobutyryl-CoA hydrolase 	
CNAG_00312	C. neoformans var. grubii H99	CneoH99_Chr01: 801,835 - 802,825 (+)	synaptobrevin 	
CNAG_00313	C. neoformans var. grubii H99	CneoH99_Chr01: 803,371 - 806,117 (+)	conserved hypothetical protein 	
CNAG_00314	C. neoformans var. grubii H99	CneoH99_Chr01: 806,627 - 808,079 (-)	conserved hypothetical protein 	
CNAG_00315	C. neoformans var. grubii H99	CneoH99_Chr01: 809,486 - 810,500 (+)	HHE domain-containing protein 	
CNAG_00316	C. neoformans var. grubii H99	CneoH99_Chr01: 812,169 - 813,006 (-)	inosine triphosphate pyrophosphatase 	
CNAG_00317	C. neoformans var. grubii H99	CneoH99_Chr01: 814,352 - 815,975 (-)	conserved hypothetical protein 	
CNAG_00318	C. neoformans var. grubii H99	CneoH99_Chr01: 816,203 - 816,936 (+)	arp2/3 complex 16 kda subunit 	
CNAG_00319	C. neoformans var. grubii H99	CneoH99_Chr01: 816,996 - 818,142 (-)	RER1 protein 	
CNAG_00320	C. neoformans var. grubii H99	CneoH99_Chr01: 818,412 - 821,115 (+)	ubiquitin-protein ligase 	
CNAG_00321	C. neoformans var. grubii H99	CneoH99_Chr01: 821,246 - 826,094 (+)	dRaptor 	
CNAG_00322	C. neoformans var. grubii H99	CneoH99_Chr01: 826,254 - 827,621 (-)	conserved hypothetical protein 	
CNAG_00323	C. neoformans var. grubii H99	CneoH99_Chr01: 828,031 - 828,873 (-)	predicted protein 	
CNAG_00326	C. neoformans var. grubii H99	CneoH99_Chr01: 833,621 - 835,761 (+)	conserved hypothetical protein 	
CNAG_00327	C. neoformans var. grubii H99	CneoH99_Chr01: 836,839 - 837,545 (-)	conserved hypothetical protein 	
CNAG_00328	C. neoformans var. grubii H99	CneoH99_Chr01: 837,866 - 842,130 (+)	single-stranded DNA specific endodeoxyribonuclease 	
CNAG_00329	C. neoformans var. grubii H99	CneoH99_Chr01: 842,210 - 843,003 (-)	conserved hypothetical protein 	
CNAG_00330	C. neoformans var. grubii H99	CneoH99_Chr01: 843,201 - 845,386 (+)	conserved hypothetical protein 	
CNAG_00331	C. neoformans var. grubii H99	CneoH99_Chr01: 845,621 - 847,691 (-)	anon-23da protein 	
CNAG_00332	C. neoformans var. grubii H99	CneoH99_Chr01: 848,559 - 851,817 (-)	conserved hypothetical protein 	
CNAG_00333	C. neoformans var. grubii H99	CneoH99_Chr01: 855,457 - 856,625 (+)	conserved hypothetical protein 	
CNAG_00334	C. neoformans var. grubii H99	CneoH99_Chr01: 857,472 - 859,921 (+)	heat shock protein 	
CNAG_00335	C. neoformans var. grubii H99	CneoH99_Chr01: 859,978 - 861,613 (-)	conserved hypothetical protein 	
CNAG_00336	C. neoformans var. grubii H99	CneoH99_Chr01: 862,029 - 863,657 (-)	conserved hypothetical protein 	
CNAG_00337	C. neoformans var. grubii H99	CneoH99_Chr01: 865,584 - 868,458 (+)	conserved hypothetical protein 	
CNAG_00342	C. neoformans var. grubii H99	CneoH99_Chr01: 874,981 - 877,529 (-)	conserved hypothetical protein 	
CNAG_00343	C. neoformans var. grubii H99	CneoH99_Chr01: 877,920 - 879,310 (-)	hst3 protein 	
CNAG_00344	C. neoformans var. grubii H99	CneoH99_Chr01: 880,418 - 883,668 (+)	conserved hypothetical protein 	
CNAG_00345	C. neoformans var. grubii H99	CneoH99_Chr01: 883,885 - 885,192 (-)	porphobilinogen synthase 	
CNAG_00346	C. neoformans var. grubii H99	CneoH99_Chr01: 885,341 - 886,183 (+)	conserved hypothetical protein 	
CNAG_00347	C. neoformans var. grubii H99	CneoH99_Chr01: 886,207 - 891,417 (-)	DEAH box polypeptide 36 	
CNAG_00348	C. neoformans var. grubii H99	CneoH99_Chr01: 891,659 - 893,420 (+)	conserved hypothetical protein 	
CNAG_00349	C. neoformans var. grubii H99	CneoH99_Chr01: 894,105 - 895,243 (+)	conserved hypothetical protein 	
CNAG_00351	C. neoformans var. grubii H99	CneoH99_Chr01: 897,748 - 898,483 (+)	predicted protein 	
CNAG_00352	C. neoformans var. grubii H99	CneoH99_Chr01: 898,870 - 900,216 (+)	conserved hypothetical protein 	
CNAG_00353	C. neoformans var. grubii H99	CneoH99_Chr01: 900,244 - 901,345 (-)	prostatic steroid 5-alpha-reductase type I 	
CNAG_00354	C. neoformans var. grubii H99	CneoH99_Chr01: 901,742 - 904,372 (-)	beta-catenin 	
CNAG_00355	C. neoformans var. grubii H99	CneoH99_Chr01: 904,540 - 905,597 (+)	conserved hypothetical protein 	
CNAG_00356	C. neoformans var. grubii H99	CneoH99_Chr01: 905,842 - 907,482 (+)	survival factor 1 	
CNAG_00357	C. neoformans var. grubii H99	CneoH99_Chr01: 908,362 - 909,610 (+)	ribonuclease H 	
CNAG_00358	C. neoformans var. grubii H99	CneoH99_Chr01: 909,755 - 911,658 (-)	tRNA isopentenyltransferase 	
CNAG_00359	C. neoformans var. grubii H99	CneoH99_Chr01: 912,008 - 913,197 (-)	conserved hypothetical protein 	
CNAG_00360	C. neoformans var. grubii H99	CneoH99_Chr01: 914,297 - 916,110 (-)	nuclear protein SNF4 	
CNAG_00361	C. neoformans var. grubii H99	CneoH99_Chr01: 916,722 - 918,608 (-)	Hob1p 	
CNAG_00362	C. neoformans var. grubii H99	CneoH99_Chr01: 918,868 - 920,939 (-)	conserved hypothetical protein 	
CNAG_00363	C. neoformans var. grubii H99	CneoH99_Chr01: 923,368 - 928,677 (+)	two-component sensor molecule 	
CNAG_00364	C. neoformans var. grubii H99	CneoH99_Chr01: 928,880 - 930,286 (-)	O-sialoglycoprotein endopeptidase 	
CNAG_00365	C. neoformans var. grubii H99	CneoH99_Chr01: 930,480 - 932,645 (+)	endoplasmic reticulum protein 	
CNAG_00366	C. neoformans var. grubii H99	CneoH99_Chr01: 932,833 - 935,048 (+)	conserved hypothetical protein 	
CNAG_00367	C. neoformans var. grubii H99	CneoH99_Chr01: 935,371 - 936,249 (-)	dynactin 5 	
CNAG_00368	C. neoformans var. grubii H99	CneoH99_Chr01: 936,418 - 939,654 (+)	vacuolar sorting protein 53 long isoform 	
CNAG_00369	C. neoformans var. grubii H99	CneoH99_Chr01: 939,715 - 941,085 (-)	conserved hypothetical protein 	
CNAG_00370	C. neoformans var. grubii H99	CneoH99_Chr01: 942,233 - 943,096 (-)	ubiquitin-carboxy extension protein fusion 	
CNAG_00371	C. neoformans var. grubii H99	CneoH99_Chr01: 943,537 - 944,667 (+)	enoyl-CoA hydratase 	
CNAG_00372	C. neoformans var. grubii H99	CneoH99_Chr01: 944,702 - 947,078 (-)	nuclear protein localization 	
CNAG_00373	C. neoformans var. grubii H99	CneoH99_Chr01: 947,738 - 949,658 (+)	glucan 1,3-beta-glucosidase 	
CNAG_00374	C. neoformans var. grubii H99	CneoH99_Chr01: 951,126 - 953,115 (+)	conserved hypothetical protein 	
CNAG_00375	C. neoformans var. grubii H99	CneoH99_Chr01: 953,698 - 956,456 (-)	transcriptional activator gcn5 	
CNAG_00376	C. neoformans var. grubii H99	CneoH99_Chr01: 958,473 - 960,091 (+)	conserved hypothetical protein 	
CNAG_00377	C. neoformans var. grubii H99	CneoH99_Chr01: 960,400 - 965,385 (-)	DNA topoisomerase II 	
CNAG_00378	C. neoformans var. grubii H99	CneoH99_Chr01: 969,322 - 969,715 (+)	predicted protein 	
CNAG_00383	C. neoformans var. grubii H99	CneoH99_Chr01: 1,006,846 - 1,012,075 (+)	calcium transporting ATPase 	
CNAG_00384	C. neoformans var. grubii H99	CneoH99_Chr01: 1,012,149 - 1,013,841 (-)	conserved hypothetical protein 	
CNAG_00385	C. neoformans var. grubii H99	CneoH99_Chr01: 1,014,091 - 1,015,043 (+)	proteasome subunit beta type 3 	
CNAG_00386	C. neoformans var. grubii H99	CneoH99_Chr01: 1,015,462 - 1,019,228 (+)	eukaryotic initiation factor 4F subunit P130 	
CNAG_00387	C. neoformans var. grubii H99	CneoH99_Chr01: 1,019,438 - 1,021,867 (+)	conserved hypothetical protein 	
CNAG_00388	C. neoformans var. grubii H99	CneoH99_Chr01: 1,022,092 - 1,024,370 (-)	1-phosphatidylinositol-4-phosphate 5-kinase 	
CNAG_00389	C. neoformans var. grubii H99	CneoH99_Chr01: 1,025,073 - 1,026,298 (+)	mitochondrial protein 	
CNAG_00390	C. neoformans var. grubii H99	CneoH99_Chr01: 1,027,999 - 1,030,432 (+)	myotubularin 	
CNAG_00391	C. neoformans var. grubii H99	CneoH99_Chr01: 1,030,456 - 1,031,601 (-)	conserved hypothetical protein 	
CNAG_00392	C. neoformans var. grubii H99	CneoH99_Chr01: 1,031,778 - 1,033,414 (+)	kelch repeat-containing protein 	
CNAG_00393	C. neoformans var. grubii H99	CneoH99_Chr01: 1,033,847 - 1,036,850 (-)	1,4-alpha-glucan-branching enzyme 	
CNAG_00394	C. neoformans var. grubii H99	CneoH99_Chr01: 1,037,240 - 1,038,003 (+)	diphthamide biosynthesis protein 3 	
CNAG_00395	C. neoformans var. grubii H99	CneoH99_Chr01: 1,038,038 - 1,039,781 (-)	conserved hypothetical protein 	
CNAG_00396	C. neoformans var. grubii H99	CneoH99_Chr01: 1,040,370 - 1,042,329 (-)	AGC/PKA protein kinase 	
CNAG_00397	C. neoformans var. grubii H99	CneoH99_Chr01: 1,043,375 - 1,045,080 (+)	pyruvate dehydrogenase 	
CNAG_00398	C. neoformans var. grubii H99	CneoH99_Chr01: 1,045,142 - 1,046,457 (-)	conserved hypothetical protein 	
CNAG_00399	C. neoformans var. grubii H99	CneoH99_Chr01: 1,047,406 - 1,048,253 (-)	transformer-2-beta isoform 3 	
CNAG_00400	C. neoformans var. grubii H99	CneoH99_Chr01: 1,050,691 - 1,051,325 (+)	conserved hypothetical protein 	
CNAG_00401	C. neoformans var. grubii H99	CneoH99_Chr01: 1,051,433 - 1,053,208 (-)	cell division cycle protein 91 	
CNAG_00402	C. neoformans var. grubii H99	CneoH99_Chr01: 1,053,647 - 1,058,486 (-)	eukaryotic initiation factor 4F subunit P130 	
CNAG_00403	C. neoformans var. grubii H99	CneoH99_Chr01: 1,058,981 - 1,060,952 (+)	mitochondrial protein 	
CNAG_00404	C. neoformans var. grubii H99	CneoH99_Chr01: 1,061,805 - 1,063,875 (-)	RING zinc finger protein 	
CNAG_00405	C. neoformans var. grubii H99	CneoH99_Chr01: 1,064,036 - 1,067,252 (+)	STE/STE20/YSK protein kinase 	
CNAG_00406	C. neoformans var. grubii H99	CneoH99_Chr01: 1,067,315 - 1,070,103 (-)	conserved hypothetical protein 	
CNAG_00407	C. neoformans var. grubii H99	CneoH99_Chr01: 1,070,786 - 1,073,609 (-)	glyoxal oxidase 	
CNAG_00408	C. neoformans var. grubii H99	CneoH99_Chr01: 1,074,731 - 1,076,164 (-)	ser/Thr protein phosphatase 	
CNAG_00409	C. neoformans var. grubii H99	CneoH99_Chr01: 1,076,814 - 1,077,881 (+)	conserved hypothetical protein 	
CNAG_00410	C. neoformans var. grubii H99	CneoH99_Chr01: 1,078,249 - 1,081,161 (-)	conserved hypothetical protein 	
CNAG_00411	C. neoformans var. grubii H99	CneoH99_Chr01: 1,081,352 - 1,083,165 (+)	conserved hypothetical protein 	
CNAG_00412	C. neoformans var. grubii H99	CneoH99_Chr01: 1,083,594 - 1,084,152 (-)	predicted protein 	
CNAG_00413	C. neoformans var. grubii H99	CneoH99_Chr01: 1,085,029 - 1,087,431 (-)	nuclear protein 	
CNAG_00414	C. neoformans var. grubii H99	CneoH99_Chr01: 1,087,844 - 1,089,151 (+)	Mak32p 	
CNAG_00415	C. neoformans var. grubii H99	CneoH99_Chr01: 1,089,736 - 1,091,412 (+)	cmgc/cdk/pitslre protein kinase 	
CNAG_00416	C. neoformans var. grubii H99	CneoH99_Chr01: 1,091,497 - 1,093,892 (-)	f-box/wd-repeat protein lin-23 	
CNAG_00417	C. neoformans var. grubii H99	CneoH99_Chr01: 1,094,437 - 1,096,304 (-)	elongation factor 1-gamma 	
CNAG_00418	C. neoformans var. grubii H99	CneoH99_Chr01: 1,096,629 - 1,098,561 (-)	methionine adenosyltransferase 	
CNAG_00419	C. neoformans var. grubii H99	CneoH99_Chr01: 1,099,346 - 1,100,808 (-)	conserved hypothetical protein 	
CNAG_00420	C. neoformans var. grubii H99	CneoH99_Chr01: 1,101,549 - 1,101,910 (+)	conserved hypothetical protein 	
CNAG_00421	C. neoformans var. grubii H99	CneoH99_Chr01: 1,102,100 - 1,102,999 (-)	GH14561p 	
CNAG_00422	C. neoformans var. grubii H99	CneoH99_Chr01: 1,103,304 - 1,107,245 (+)	conserved hypothetical protein 	
CNAG_00423	C. neoformans var. grubii H99	CneoH99_Chr01: 1,108,125 - 1,109,003 (-)	conserved hypothetical protein 	
CNAG_00424	C. neoformans var. grubii H99	CneoH99_Chr01: 1,109,331 - 1,111,087 (+)	choline-phosphate cytidylyltransferase 	
CNAG_00425	C. neoformans var. grubii H99	CneoH99_Chr01: 1,111,224 - 1,112,489 (-)	predicted protein 	
CNAG_00426	C. neoformans var. grubii H99	CneoH99_Chr01: 1,112,743 - 1,115,306 (-)	UBA/TS-N domain-containing protein 	
CNAG_00427	C. neoformans var. grubii H99	CneoH99_Chr01: 1,115,598 - 1,117,697 (-)	type 2C protein Phosphatase 	
CNAG_00428	C. neoformans var. grubii H99	CneoH99_Chr01: 1,117,840 - 1,119,240 (+)	conserved hypothetical protein 	
CNAG_00429	C. neoformans var. grubii H99	CneoH99_Chr01: 1,119,377 - 1,121,503 (-)	tRNA dihydrouridine synthase 	
CNAG_00430	C. neoformans var. grubii H99	CneoH99_Chr01: 1,121,758 - 1,122,438 (+)	conserved hypothetical protein 	
CNAG_00433	C. neoformans var. grubii H99	CneoH99_Chr01: 1,127,635 - 1,130,147 (-)	conserved hypothetical protein 	
CNAG_00434	C. neoformans var. grubii H99	CneoH99_Chr01: 1,131,123 - 1,132,633 (-)	arginine N-methyltransferase 2 	
CNAG_00435	C. neoformans var. grubii H99	CneoH99_Chr01: 1,132,866 - 1,133,827 (+)	conserved hypothetical protein 	
CNAG_00436	C. neoformans var. grubii H99	CneoH99_Chr01: 1,133,989 - 1,136,899 (-)	palmitoyltransferase AKR1 	
CNAG_00437	C. neoformans var. grubii H99	CneoH99_Chr01: 1,137,380 - 1,137,976 (-)	ubiquitin-protein ligase 	
CNAG_00438	C. neoformans var. grubii H99	CneoH99_Chr01: 1,138,264 - 1,139,435 (+)	conserved hypothetical protein 	
CNAG_00439	C. neoformans var. grubii H99	CneoH99_Chr01: 1,139,487 - 1,143,622 (-)	conserved hypothetical protein 	
CNAG_00440	C. neoformans var. grubii H99	CneoH99_Chr01: 1,143,934 - 1,145,409 (+)	general RNA polymerase II transcription factor 	
CNAG_00441	C. neoformans var. grubii H99	CneoH99_Chr01: 1,145,469 - 1,147,489 (-)	IMP dehydrogenase 	
CNAG_00442	C. neoformans var. grubii H99	CneoH99_Chr01: 1,149,122 - 1,150,872 (+)	cyclin 	
CNAG_00443	C. neoformans var. grubii H99	CneoH99_Chr01: 1,151,183 - 1,152,962 (-)	conserved hypothetical protein 	
CNAG_00444	C. neoformans var. grubii H99	CneoH99_Chr01: 1,153,887 - 1,154,616 (+)	predicted protein 	
CNAG_00445	C. neoformans var. grubii H99	CneoH99_Chr01: 1,156,744 - 1,159,575 (+)	HMG1 	
CNAG_00446	C. neoformans var. grubii H99	CneoH99_Chr01: 1,159,940 - 1,160,870 (-)	predicted protein 	
CNAG_00447	C. neoformans var. grubii H99	CneoH99_Chr01: 1,161,118 - 1,163,075 (-)	t-complex protein 1 	
CNAG_00448	C. neoformans var. grubii H99	CneoH99_Chr01: 1,163,261 - 1,164,675 (+)	vacuolar ATP synthase subunit d 	
CNAG_00449	C. neoformans var. grubii H99	CneoH99_Chr01: 1,166,227 - 1,167,862 (-)	art-4 protein 	
CNAG_00450	C. neoformans var. grubii H99	CneoH99_Chr01: 1,168,167 - 1,169,651 (+)	3-isopropylmalate dehydrogenase 	
CNAG_00451	C. neoformans var. grubii H99	CneoH99_Chr01: 1,169,920 - 1,171,721 (+)	cytoplasmic protein 	
CNAG_00452	C. neoformans var. grubii H99	CneoH99_Chr01: 1,172,244 - 1,174,444 (+)	isovaleryl-CoA dehydrogenase 2 	
CNAG_00453	C. neoformans var. grubii H99	CneoH99_Chr01: 1,174,973 - 1,176,063 (+)	mitochondrial protein 	
CNAG_00454	C. neoformans var. grubii H99	CneoH99_Chr01: 1,176,444 - 1,176,705 (+)	predicted protein 	
CNAG_00455	C. neoformans var. grubii H99	CneoH99_Chr01: 1,177,474 - 1,180,902 (-)	ubiquitin C-terminal hydrolase Ubp16 	
CNAG_00456	C. neoformans var. grubii H99	CneoH99_Chr01: 1,181,432 - 1,183,644 (+)	conserved hypothetical protein 	
CNAG_00457	C. neoformans var. grubii H99	CneoH99_Chr01: 1,185,096 - 1,187,207 (+)	glutamine synthetase 	
CNAG_00458	C. neoformans var. grubii H99	CneoH99_Chr01: 1,187,729 - 1,189,680 (+)	conserved hypothetical protein 	
CNAG_00460	C. neoformans var. grubii H99	CneoH99_Chr01: 1,191,561 - 1,192,940 (-)	conserved hypothetical protein 	
CNAG_00461	C. neoformans var. grubii H99	CneoH99_Chr01: 1,193,280 - 1,195,417 (-)	endoplasmic reticulum protein 	
CNAG_00462	C. neoformans var. grubii H99	CneoH99_Chr01: 1,196,323 - 1,198,576 (+)	oxidoreductase 	
CNAG_00463	C. neoformans var. grubii H99	CneoH99_Chr01: 1,200,161 - 1,200,783 (+)	conserved hypothetical protein 	
CNAG_00464	C. neoformans var. grubii H99	CneoH99_Chr01: 1,202,187 - 1,206,959 (+)	pre-mRNA-splicing factor RSE1 	
CNAG_00465	C. neoformans var. grubii H99	CneoH99_Chr01: 1,208,383 - 1,208,980 (-)	conserved hypothetical protein 	
CNAG_00466	C. neoformans var. grubii H99	CneoH99_Chr01: 1,209,254 - 1,210,120 (+)	adaptin ear-binding coat-associated protein 2 	
CNAG_00467	C. neoformans var. grubii H99	CneoH99_Chr01: 1,210,101 - 1,211,188 (-)	conserved hypothetical protein 	
CNAG_00468	C. neoformans var. grubii H99	CneoH99_Chr01: 1,211,415 - 1,213,560 (+)	conserved hypothetical protein 	
CNAG_00469	C. neoformans var. grubii H99	CneoH99_Chr01: 1,213,900 - 1,214,931 (-)	endoplasmic reticulum protein 	
CNAG_00470	C. neoformans var. grubii H99	CneoH99_Chr01: 1,215,209 - 1,216,064 (+)	vacuolar protein sorting protein 46 	
CNAG_00471	C. neoformans var. grubii H99	CneoH99_Chr01: 1,216,139 - 1,216,803 (-)	mitochondrial protein 	
CNAG_00472	C. neoformans var. grubii H99	CneoH99_Chr01: 1,217,430 - 1,218,874 (+)	conserved hypothetical protein 	
CNAG_00473	C. neoformans var. grubii H99	CneoH99_Chr01: 1,219,057 - 1,219,535 (-)	defender against cell death 1 	
CNAG_00474	C. neoformans var. grubii H99	CneoH99_Chr01: 1,220,031 - 1,221,105 (+)	conserved hypothetical protein 	
CNAG_00475	C. neoformans var. grubii H99	CneoH99_Chr01: 1,221,626 - 1,224,302 (-)	WSC domain-containing protein 	
CNAG_00476	C. neoformans var. grubii H99	CneoH99_Chr01: 1,226,335 - 1,228,052 (+)	conserved hypothetical protein 	
CNAG_00480	C. neoformans var. grubii H99	CneoH99_Chr01: 1,236,921 - 1,238,111 (+)	conserved hypothetical protein 	
CNAG_00481	C. neoformans var. grubii H99	CneoH99_Chr01: 1,239,058 - 1,240,418 (+)	conserved hypothetical protein 	
CNAG_00482	C. neoformans var. grubii H99	CneoH99_Chr01: 1,241,005 - 1,242,310 (-)	26S proteasome regulatory subunit 	
CNAG_00483	C. neoformans var. grubii H99	CneoH99_Chr01: 1,242,524 - 1,244,657 (+)	actin 	
CNAG_00484	C. neoformans var. grubii H99	CneoH99_Chr01: 1,244,456 - 1,246,881 (-)	puruvate dehydrogenase complex 	
CNAG_00485	C. neoformans var. grubii H99	CneoH99_Chr01: 1,247,343 - 1,248,867 (-)	conserved hypothetical protein 	
CNAG_00486	C. neoformans var. grubii H99	CneoH99_Chr01: 1,249,277 - 1,249,921 (+)	mitochondrial protein 	
