[Gene ID]	[source_id]	[Input Ortholog(s)]	[Ortholog Group]	[Paralog count]	[Ortholog count]	[Gene Name or Symbol]	
Afu1g04150	Afu1g04150-T	CNAG_01264,CNAG_04468,CNAG_04535,CNAG_07363	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126870">OG5_126870</a>	3	169	N/A	
Afu1g04190	Afu1g04190-T	CNAG_04441	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126795">OG5_126795</a>	0	122	pab1	
Afu1g04210	Afu1g04210-T	CNAG_04724	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127286">OG5_127286</a>	0	114	N/A	
Afu1g04240	Afu1g04240-T	CNAG_06766	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127996">OG5_127996</a>	0	83	N/A	
Afu1g04270	Afu1g04270-T	CNAG_03805	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128780">OG5_128780</a>	0	137	vcxA	
Afu1g04280	Afu1g04280-T	CNAG_01599	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127867">OG5_127867</a>	0	60	N/A	
Afu1g04290	Afu1g04290-T	CNAG_02180	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127239">OG5_127239</a>	0	110	N/A	
Afu1g04300	Afu1g04300-T	CNAG_02070	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_144504">OG5_144504</a>	0	36	N/A	
Afu1g04320	Afu1g04320-T	CNAG_03198	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127039">OG5_127039</a>	0	98	N/A	
Afu1g04340	Afu1g04340-T	CNAG_04241	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127712">OG5_127712</a>	0	58	N/A	
Afu1g04360	Afu1g04360-T	CNAG_02696	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_130112">OG5_130112</a>	0	60	N/A	
Afu1g04370	Afu1g04370-T	CNAG_04348	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128869">OG5_128869</a>	0	42	N/A	
Afu1g04400	Afu1g04400-T	CNAG_00538	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_138578">OG5_138578</a>	0	53	N/A	
Afu1g04470	Afu1g04470-T	CNAG_01253	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128839">OG5_128839</a>	0	93	N/A	
Afu1g04490	Afu1g04490-T	CNAG_01350	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128648">OG5_128648</a>	0	83	N/A	
Afu1g04520	Afu1g04520-T	CNAG_04627	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128308">OG5_128308</a>	0	89	N/A	
Afu1g04530	Afu1g04530-T	CNAG_04726	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127130">OG5_127130</a>	0	107	N/A	
Afu1g04540	Afu1g04540-T	CNAG_05462	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_130211">OG5_130211</a>	0	116	N/A	
Afu1g04550	Afu1g04550-T	CNAG_02115	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_135607">OG5_135607</a>	0	42	N/A	
Afu1g04560	Afu1g04560-T	CNAG_05540	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_132452">OG5_132452</a>	0	91	N/A	
Afu1g04570	Afu1g04570-T	CNAG_07550	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_144506">OG5_144506</a>	0	51	N/A	
Afu1g04580	Afu1g04580-T	CNAG_02789	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_129933">OG5_129933</a>	0	93	N/A	
Afu1g04590	Afu1g04590-T	CNAG_04674	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_136817">OG5_136817</a>	0	63	N/A	
Afu1g04610	Afu1g04610-T	CNAG_04989	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_131352">OG5_131352</a>	0	60	N/A	
Afu1g04620	Afu1g04620-T	CNAG_01558	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_134784">OG5_134784</a>	0	43	N/A	
Afu1g04660	Afu1g04660-T	CNAG_01486	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127033">OG5_127033</a>	0	98	N/A	
Afu1g04680	Afu1g04680-T	CNAG_03395	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127523">OG5_127523</a>	0	107	N/A	
Afu1g04700	Afu1g04700-T	CNAG_07344	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_152652">OG5_152652</a>	0	68	N/A	
Afu1g04710	Afu1g04710-T	CNAG_02122	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127415">OG5_127415</a>	0	61	N/A	
Afu1g04720	Afu1g04720-T	CNAG_00854	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_131051">OG5_131051</a>	0	53	erg2	
Afu1g04750	Afu1g04750-T	CNAG_03385	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_136100">OG5_136100</a>	0	86	pcl1	
Afu1g04760	Afu1g04760-T	CNAG_03755	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_133759">OG5_133759</a>	0	67	N/A	
Afu1g04780	Afu1g04780-T	CNAG_00651,CNAG_02764	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126726">OG5_126726</a>	1	156	pxa1	
Afu1g04790	Afu1g04790-T	CNAG_04224	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127075">OG5_127075</a>	0	120	psrA	
Afu1g04800	Afu1g04800-T	CNAG_01241	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127611">OG5_127611</a>	0	119	N/A	
Afu1g04820	Afu1g04820-T	CNAG_01257,CNAG_01615,CNAG_01896,CNAG_02478,CNAG_03983,CNAG_07801	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126583">OG5_126583</a>	10	551	N/A	
Afu1g04840	Afu1g04840-T	CNAG_03001	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127866">OG5_127866</a>	0	100	N/A	
Afu1g04850	Afu1g04850-T	CNAG_05781	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127498">OG5_127498</a>	0	102	N/A	
Afu1g04860	Afu1g04860-T	CNAG_06214	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_141818">OG5_141818</a>	0	40	N/A	
Afu1g04870	Afu1g04870-T	CNAG_07448	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_131564">OG5_131564</a>	1	57	N/A	
Afu1g04880	Afu1g04880-T	CNAG_02964	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_136948">OG5_136948</a>	0	98	N/A	
Afu1g04890	Afu1g04890-T	CNAG_06351	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128659">OG5_128659</a>	0	88	N/A	
Afu1g04900	Afu1g04900-T	CNAG_06079	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127352">OG5_127352</a>	0	79	N/A	
Afu1g04940	Afu1g04940-T	CNAG_03853	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127331">OG5_127331</a>	0	88	N/A	
Afu1g04950	Afu1g04950-T	CNAG_03706	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126821">OG5_126821</a>	0	122	glcA	
Afu1g04960	Afu1g04960-T	CNAG_07773	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_139309">OG5_139309</a>	0	59	N/A	
Afu1g04970	Afu1g04970-T	CNAG_02312	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_129101">OG5_129101</a>	1	168	N/A	
Afu1g04980	Afu1g04980-T	CNAG_04641	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_129092">OG5_129092</a>	0	89	N/A	
Afu1g04990	Afu1g04990-T	CNAG_06103	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_135751">OG5_135751</a>	0	72	N/A	
Afu1g05000	Afu1g05000-T	CNAG_07987	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_162786">OG5_162786</a>	0	35	N/A	
Afu1g05020	Afu1g05020-T	CNAG_00077,CNAG_01472	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126650">OG5_126650</a>	1	285	N/A	
Afu1g05040	Afu1g05040-T	CNAG_03944	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126883">OG5_126883</a>	0	119	N/A	
Afu1g05050	Afu1g05050-T	CNAG_00613,CNAG_05920	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126941">OG5_126941</a>	0	117	N/A	
Afu1g05060	Afu1g05060-T	CNAG_06799	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127347">OG5_127347</a>	0	93	N/A	
Afu1g05070	Afu1g05070-T	CNAG_03342	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_129727">OG5_129727</a>	0	86	N/A	
Afu1g05080	Afu1g05080-T	CNAG_03577	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127051">OG5_127051</a>	0	87	N/A	
Afu1g05100	Afu1g05100-T	CNAG_00368	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128060">OG5_128060</a>	0	100	N/A	
Afu1g05110	Afu1g05110-T	CNAG_04211	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_129116">OG5_129116</a>	0	65	N/A	
Afu1g05120	Afu1g05120-T	CNAG_01637	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127803">OG5_127803</a>	0	147	N/A	
Afu1g05130	Afu1g05130-T	CNAG_00777	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_135752">OG5_135752</a>	0	65	N/A	
Afu1g05160	Afu1g05160-T	CNAG_04372	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127345">OG5_127345</a>	0	84	N/A	
Afu1g05180	Afu1g05180-T	CNAG_03379	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128089">OG5_128089</a>	0	92	N/A	
Afu1g05200	Afu1g05200-T	CNAG_02212	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128741">OG5_128741</a>	0	97	tif32	
Afu1g05210	Afu1g05210-T	CNAG_05890	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_137397">OG5_137397</a>	0	68	gpgA	
Afu1g05220	Afu1g05220-T	CNAG_04063	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_136102">OG5_136102</a>	0	63	N/A	
Afu1g05280	Afu1g05280-T	CNAG_06675	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_129612">OG5_129612</a>	0	107	N/A	
Afu1g05290	Afu1g05290-T	CNAG_02860	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_133128">OG5_133128</a>	1	136	eng3	
Afu1g05310	Afu1g05310-T	CNAG_06379	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127380">OG5_127380</a>	0	87	N/A	
Afu1g05320	Afu1g05320-T	CNAG_02927	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_129706">OG5_129706</a>	0	83	N/A	
Afu1g05340	Afu1g05340-T	CNAG_03000	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127080">OG5_127080</a>	0	93	N/A	
Afu1g05390	Afu1g05390-T	CNAG_06101,CNAG_06102	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126841">OG5_126841</a>	0	103	N/A	
Afu1g05410	Afu1g05410-T	CNAG_04376	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128130">OG5_128130</a>	0	81	N/A	
Afu1g05440	Afu1g05440-T	CNAG_05254	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127044">OG5_127044</a>	0	112	N/A	
Afu1g05460	Afu1g05460-T	CNAG_00968	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_129632">OG5_129632</a>	0	70	N/A	
Afu1g05500	Afu1g05500-T	CNAG_02754	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127261">OG5_127261</a>	0	85	N/A	
Afu1g05520	Afu1g05520-T	CNAG_04344	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_132350">OG5_132350</a>	0	36	N/A	
Afu1g05530	Afu1g05530-T	CNAG_02078	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127001">OG5_127001</a>	1	127	N/A	
Afu1g05560	Afu1g05560-T	CNAG_01780	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127528">OG5_127528</a>	0	87	N/A	
Afu1g05580	Afu1g05580-T	CNAG_05293	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_129465">OG5_129465</a>	0	80	N/A	
Afu1g05590	Afu1g05590-T	CNAG_07554	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_137331">OG5_137331</a>	3	76	N/A	
Afu1g05595	Afu1g05595-T	CNAG_07554	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_137331">OG5_137331</a>	3	76	N/A	
Afu1g05610	Afu1g05610-T	CNAG_07914	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127382">OG5_127382</a>	0	133	N/A	
Afu1g05620	Afu1g05620-T	CNAG_02763	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127490">OG5_127490</a>	0	86	N/A	
Afu1g05630	Afu1g05630-T	CNAG_00116	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126820">OG5_126820</a>	0	93	N/A	
Afu1g05640	Afu1g05640-T	CNAG_00390	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128818">OG5_128818</a>	0	42	N/A	
Afu1g05700	Afu1g05700-T	CNAG_01853	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128788">OG5_128788</a>	0	74	N/A	
Afu1g05710	Afu1g05710-T	CNAG_03192	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_129231">OG5_129231</a>	0	57	N/A	
Afu1g05720	Afu1g05720-T	CNAG_00117	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128488">OG5_128488</a>	1	96	erg24B	
Afu1g05760	Afu1g05760-T	CNAG_06925	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_131377">OG5_131377</a>	2	92	N/A	
Afu1g05770	Afu1g05770-T	CNAG_07600	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_130280">OG5_130280</a>	3	192	exg12	
Afu1g05800	Afu1g05800-T	CNAG_02357	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_136512">OG5_136512</a>	0	68	mkk2	
Afu1g05820	Afu1g05820-T	CNAG_05267	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_134511">OG5_134511</a>	0	72	N/A	
Afu1g05830	Afu1g05830-T	CNAG_02064	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128804">OG5_128804</a>	0	102	N/A	
Afu1g05870	Afu1g05870-T	CNAG_03156	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_130949">OG5_130949</a>	0	59	N/A	
Afu1g05930	Afu1g05930-T	CNAG_03843	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127425">OG5_127425</a>	0	94	N/A	
Afu1g05970	Afu1g05970-T	CNAG_05280,CNAG_06498	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127678">OG5_127678</a>	1	361	N/A	
Afu1g05990	Afu1g05990-T	CNAG_06231	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126957">OG5_126957</a>	0	98	N/A	
Afu1g06030	Afu1g06030-T	CNAG_07318	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127319">OG5_127319</a>	0	101	N/A	
Afu1g06040	Afu1g06040-T	CNAG_05860	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128200">OG5_128200</a>	1	149	N/A	
Afu1g06050	Afu1g06050-T	CNAG_06452	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127586">OG5_127586</a>	0	135	N/A	
Afu1g06100	Afu1g06100-T	CNAG_01005	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126864">OG5_126864</a>	0	169	N/A	
Afu1g06110	Afu1g06110-T	CNAG_00593	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_135753">OG5_135753</a>	0	61	N/A	
Afu1g06150	Afu1g06150-T	CNAG_02307,CNAG_06913	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_129794">OG5_129794</a>	1	77	N/A	
Afu1g06170	Afu1g06170-T	CNAG_06153	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127786">OG5_127786</a>	0	85	N/A	
Afu1g06180	Afu1g06180-T	CNAG_05675	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_131195">OG5_131195</a>	0	82	N/A	
Afu1g06190	Afu1g06190-T	CNAG_03863	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127422">OG5_127422</a>	0	89	rmtA	
Afu1g06200	Afu1g06200-T	CNAG_03079	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_129324">OG5_129324</a>	0	69	N/A	
Afu1g06210	Afu1g06210-T	CNAG_02445	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128133">OG5_128133</a>	0	139	agm1	
Afu1g06220	Afu1g06220-T	CNAG_04147	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127784">OG5_127784</a>	0	80	N/A	
Afu1g06230	Afu1g06230-T	CNAG_01593	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127732">OG5_127732</a>	0	82	N/A	
Afu1g06240	Afu1g06240-T	CNAG_03004	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_129511">OG5_129511</a>	0	83	N/A	
Afu1g06250	Afu1g06250-T	CNAG_03829	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128463">OG5_128463</a>	1	109	N/A	
Afu1g06280	Afu1g06280-T	CNAG_08027	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127561">OG5_127561</a>	2	201	N/A	
Afu1g06290	Afu1g06290-T	CNAG_07956,CNAG_07957	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127890">OG5_127890</a>	0	84	N/A	
Afu1g06300	Afu1g06300-T	CNAG_06361	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127922">OG5_127922</a>	0	83	N/A	
Afu1g06310	Afu1g06310-T	CNAG_03285	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127069">OG5_127069</a>	0	95	N/A	
Afu1g06340	Afu1g06340-T	CNAG_00779	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127262">OG5_127262</a>	0	97	N/A	
Afu1g06370	Afu1g06370-T	CNAG_01491	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_133941">OG5_133941</a>	0	63	N/A	
Afu1g06380	Afu1g06380-T	CNAG_03521	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127419">OG5_127419</a>	0	80	N/A	
Afu1g06390	Afu1g06390-T	CNAG_06125	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126631">OG5_126631</a>	0	139	tef1	
Afu1g06400	Afu1g06400-T	CNAG_06301	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_134169">OG5_134169</a>	0	78	schA	
Afu1g06410	Afu1g06410-T	CNAG_00372	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_136513">OG5_136513</a>	0	62	N/A	
Afu1g06420	Afu1g06420-T	CNAG_01583	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127666">OG5_127666</a>	0	81	N/A	
Afu1g06460	Afu1g06460-T	CNAG_05689	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_129447">OG5_129447</a>	0	78	N/A	
Afu1g06520	Afu1g06520-T	CNAG_00580	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127126">OG5_127126</a>	0	88	N/A	
Afu1g06530	Afu1g06530-T	CNAG_03386	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_129197">OG5_129197</a>	0	146	N/A	
Afu1g06550	Afu1g06550-T	CNAG_05833,CNAG_06561	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_146719">OG5_146719</a>	1	42	N/A	
Afu1g06560	Afu1g06560-T	CNAG_01651,CNAG_04033	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126880">OG5_126880</a>	3	173	N/A	
Afu1g06570	Afu1g06570-T	CNAG_01345	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128046">OG5_128046</a>	0	62	N/A	
Afu1g06600	Afu1g06600-T	CNAG_00845	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_129803">OG5_129803</a>	0	85	N/A	
Afu1g06610	Afu1g06610-T	CNAG_05041	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128019">OG5_128019</a>	0	78	N/A	
Afu1g06620	Afu1g06620-T	CNAG_01321	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127028">OG5_127028</a>	0	90	N/A	
Afu1g06630	Afu1g06630-T	CNAG_04806	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_129663">OG5_129663</a>	0	65	N/A	
Afu1g06680	Afu1g06680-T	CNAG_00977	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_129012">OG5_129012</a>	0	69	N/A	
Afu1g06690	Afu1g06690-T	CNAG_01550	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127734">OG5_127734</a>	0	126	N/A	
Afu1g06700	Afu1g06700-T	CNAG_04636,CNAG_06787	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_129045">OG5_129045</a>	1	146	casA	
Afu1g06710	Afu1g06710-T	CNAG_07346	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127782">OG5_127782</a>	0	84	N/A	
