[Gene ID]	[source_id]	[Genomic Location (Gene)]	[Product Description]	
YBR036C	YBR036C-t26_1	BK006936:309,081..310,313(-)	mannosylinositol phosphorylceramide synthase regulatory subunit	
YBR037C	YBR037C-t26_1	BK006936:310,565..311,452(-)	Cu-binding protein SCO1	
YBR038W	YBR038W-t26_1	BK006936:311,898..314,789(+)	chitin synthase CHS2	
YBR039W	YBR039W-t26_1	BK006936:315,575..316,510(+)	F1F0 ATP synthase subunit gamma	
YBR040W	YBR040W-t26_1	BK006936:316,968..317,864(+)	Fig1p	
YBR041W	YBR041W-t26_1	BK006936:318,266..320,275(+)	long-chain fatty acid transporter FAT1	
YBR042C	YBR042C-t26_1	BK006936:320,416..321,609(-)	putative acyltransferase	
YBR043C	YBR043C-t26_1	BK006936:321,876..323,945(-)	Qdr3p	
YBR044C	YBR044C-t26_1	BK006936:324,341..326,059(-)	Tcm62p	
YBR045C	YBR045C-t26_1	BK006936:328,173..330,092(-)	protein phosphatase regulator GIP1	
YBR046C	YBR046C-t26_1	BK006936:330,507..331,511(-)	NADPH:quinone reductase	
YBR047W	YBR047W-t26_1	BK006936:331,833..332,360(+)	Fmp23p	
YBR048W	YBR048W-t26_1	BK006936:332,831..333,812(+)	ribosomal 40S subunit protein S11B	
YBR049C	YBR049C-t26_1	BK006936:334,386..336,818(-)	DNA-binding protein REB1	
YBR050C	YBR050C-t26_1	BK006936:337,183..338,199(-)	protein phosphatase regulator REG2	
YBR052C	YBR052C-t26_1	BK006936:338,720..339,352(-)	flavodoxin-like fold family protein	
YBR053C	YBR053C-t26_1	BK006936:339,675..340,751(-)	hypothetical protein	
YBR054W	YBR054W-t26_1	BK006936:343,101..344,135(+)	Yro2p	
YBR055C	YBR055C-t26_1	BK006936:344,602..347,301(-)	U4/U6-U5 snRNP complex subunit PRP6	
YBR056W	YBR056W-t26_1	BK006936:347,879..349,384(+)	17-beta-hydroxysteroid dehydrogenase-like protein	
YBR056W-A	YBR056W-A-t26_1	BK006936:351,255..351,455(+)	hypothetical protein	
YBR057C	YBR057C-t26_1	BK006936:352,193..353,293(-)	Mum2p	
YBR058C	YBR058C-t26_1	BK006936:353,672..356,017(-)	ubiquitin-specific protease UBP14	
YBR058C-A	YBR058C-A-t26_1	BK006936:356,324..356,566(-)	Tsc3p	
YBR059C	YBR059C-t26_1	BK006936:356,861..360,187(-)	serine/threonine protein kinase AKL1	
YBR060C	YBR060C-t26_1	BK006936:360,652..362,514(-)	origin recognition complex subunit 2	
YBR061C	YBR061C-t26_1	BK006936:364,787..365,719(-)	tRNA methyltransferase TRM7	
YBR062C	YBR062C-t26_1	BK006936:365,976..366,600(-)	hypothetical protein	
YBR063C	YBR063C-t26_1	BK006936:366,970..368,184(-)	hypothetical protein	
YBR065C	YBR065C-t26_1	BK006936:368,584..369,678(-)	Ecm2p	
YBR066C	YBR066C-t26_1	BK006936:370,037..370,699(-)	Nrg2p	
YBR067C	YBR067C-t26_1	BK006936:372,103..372,735(-)	putative lipase	
YBR068C	YBR068C-t26_1	BK006936:373,861..375,690(-)	branched-chain amino acid permease BAP2	
YBR069C	YBR069C-t26_1	BK006936:376,574..378,433(-)	amino acid transporter TAT1	
YBR070C	YBR070C-t26_1	BK006936:379,221..379,934(-)	N-acetylglucosaminyldiphosphodolichol N-acetylglucosaminyltransferase anchoring subunit ALG14	
YBR071W	YBR071W-t26_1	BK006936:380,411..381,046(+)	hypothetical protein	
YBR072C-A	YBR072C-A-t26_1	BK006936:382,860..383,021(-)	hypothetical protein	
YBR072W	YBR072W-t26_1	BK006936:382,030..382,674(+)	chaperone protein HSP26	
YBR073W	YBR073W-t26_1	BK006936:383,112..385,988(+)	DNA-dependent ATPase RDH54	
YBR074W	YBR074W-t26_1	BK006936:386,286..389,216(+)	Pff1p	
YBR076W	YBR076W-t26_1	BK006936:390,227..391,291(+)	Ecm8p	
YBR077C	YBR077C-t26_1	BK006936:391,805..392,293(-)	Slm4p	
YBR078W	YBR078W-t26_1	BK006936:393,123..394,742(+)	Ecm33p	
YBR079C	YBR079C-t26_1	BK006936:395,383..398,277(-)	translation initiation factor eIF3 subunit a	
YBR080C	YBR080C-t26_1	BK006936:398,614..400,890(-)	AAA family ATPase SEC18	
YBR081C	YBR081C-t26_1	BK006936:401,253..405,251(-)	SAGA histone acetyltransferase complex subunit SPT7	
YBR082C	YBR082C-t26_1	BK006936:406,628..407,169(-)	E2 ubiquitin-conjugating protein UBC4	
YBR083W	YBR083W-t26_1	BK006936:409,169..410,629(+)	Tec1p	
YBR084C-A	YBR084C-A-t26_1	BK006936:414,186..415,261(-)	ribosomal 60S subunit protein L19A	
YBR084W	YBR084W-t26_1	BK006936:411,054..413,981(+)	trifunctional formate-tetrahydrofolate ligase/methenyltetrahydrofolate cyclohydrolase/methylenetetrahydrofolate dehydrogenase MIS1	
YBR085C-A	YBR085C-A-t26_1	BK006936:418,907..419,164(-)	hypothetical protein	
YBR085W	YBR085W-t26_1	BK006936:415,983..416,906(+)	ADP/ATP carrier protein AAC3	
YBR086C	YBR086C-t26_1	BK006936:420,201..423,041(-)	Ist2p	
YBR087W	YBR087W-t26_1	BK006936:423,765..424,829(+)	replication factor C subunit 5	
YBR088C	YBR088C-t26_1	BK006936:424,990..425,766(-)	proliferating cell nuclear antigen	
YBR089C-A	YBR089C-A-t26_1	BK006936:426,190..426,489(-)	high-mobility group nucleosome-binding protein	
YBR090C	YBR090C-t26_1	BK006936:426,333..427,058(-)	hypothetical protein	
YBR091C	YBR091C-t26_1	BK006936:427,155..427,484(-)	Tim12p	
YBR092C	YBR092C-t26_1	BK006936:427,698..429,101(-)	acid phosphatase PHO3	
YBR093C	YBR093C-t26_1	BK006936:429,548..430,951(-)	acid phosphatase PHO5	
YBR094W	YBR094W-t26_1	BK006936:432,036..434,297(+)	putative tubulin tyrosine ligase	
YBR095C	YBR095C-t26_1	BK006936:434,406..435,698(-)	Rxt2p	
YBR096W	YBR096W-t26_1	BK006936:436,021..436,713(+)	hypothetical protein	
YBR097W	YBR097W-t26_1	BK006936:436,951..441,315(+)	ubiquitin-binding serine/threonine protein kinase VPS15	
YBR098W	YBR098W-t26_1	BK006936:441,515..443,590(+)	Mms4p	
YBR101C	YBR101C-t26_1	BK006936:443,821..444,693(-)	Fes1p	
YBR102C	YBR102C-t26_1	BK006936:445,062..447,323(-)	exocyst subunit EXO84	
YBR103W	YBR103W-t26_1	BK006936:447,709..449,316(+)	Sif2p	
YBR104W	YBR104W-t26_1	BK006936:449,667..450,656(+)	organic acid transporter	
YBR105C	YBR105C-t26_1	BK006936:450,881..451,969(-)	glucose-induced degradation complex subunit VID24	
YBR106W	YBR106W-t26_1	BK006936:452,658..453,224(+)	Pho88p	
YBR107C	YBR107C-t26_1	BK006936:453,793..454,530(-)	Iml3p	
YBR108W	YBR108W-t26_1	BK006936:454,822..457,665(+)	Aim3p	
YBR109C	YBR109C-t26_1	BK006936:457,919..458,362(-)	calmodulin	
YBR110W	YBR110W-t26_1	BK006936:458,872..460,221(+)	chitobiosyldiphosphodolichol beta-1,4 mannosyltransferase	
YBR111C	YBR111C-t26_1	BK006936:461,178..461,873(-)	ADP-ribose diphosphatase	
YBR111W-A	YBR111W-A-t26_1	BK006936:462,139..462,579(+)	Sus1p	
YBR112C	YBR112C-t26_1	BK006936:462,870..465,770(-)	transcription regulator CYC8	
YBR114W	YBR114W-t26_1	BK006936:467,248..469,620(+)	DNA repair protein RAD16	
YBR115C	YBR115C-t26_1	BK006936:469,748..473,926(-)	L-aminoadipate-semialdehyde dehydrogenase	
YBR117C	YBR117C-t26_1	BK006936:474,392..476,437(-)	transketolase TKL2	
YBR118W	YBR118W-t26_1	BK006936:477,671..479,047(+)	translation elongation factor EF-1 alpha	
YBR119W	YBR119W-t26_1	BK006936:479,338..480,323(+)	Mud1p	
YBR120C	YBR120C-t26_1	BK006936:480,435..480,923(-)	Cbp6p	
YBR121C	YBR121C-t26_1	BK006936:481,364..483,367(-)	glycine--tRNA ligase	
YBR122C	YBR122C-t26_1	BK006936:483,970..484,503(-)	mitochondrial 54S ribosomal protein YmL36	
YBR123C	YBR123C-t26_1	BK006936:484,742..486,691(-)	transcription factor TFIIIC subunit TFC1	
YBR125C	YBR125C-t26_1	BK006936:487,199..488,380(-)	type 2C protein phosphatase PTC4	
YBR126C	YBR126C-t26_1	BK006936:488,905..490,392(-)	alpha	
YBR126W-A	YBR126W-A-t26_1	BK006936:490,850..491,056(+)	hypothetical protein	
YBR127C	YBR127C-t26_1	BK006936:491,269..492,822(-)	H(+)-transporting V1 sector ATPase subunit B	
YBR128C	YBR128C-t26_1	BK006936:493,081..494,115(-)	Atg14p	
YBR129C	YBR129C-t26_1	BK006936:494,353..495,339(-)	Opy1p	
YBR130C	YBR130C-t26_1	BK006936:495,592..496,869(-)	She3p	
YBR131W	YBR131W-t26_1	BK006936:497,163..499,277(+)	Ccz1p	
YBR132C	YBR132C-t26_1	BK006936:499,652..501,442(-)	Agp2p	
YBR133C	YBR133C-t26_1	BK006936:501,804..504,287(-)	protein arginine N-methyltransferase	
YBR135W	YBR135W-t26_1	BK006936:504,854..505,306(+)	cyclin-dependent protein kinase regulatory subunit CKS1	
YBR136W	YBR136W-t26_1	BK006936:505,668..512,774(+)	protein kinase MEC1	
YBR137W	YBR137W-t26_1	BK006936:513,044..513,583(+)	hypothetical protein	
YBR138C	YBR138C-t26_1	BK006936:513,762..515,336(-)	hypothetical protein	
YBR139W	YBR139W-t26_1	BK006936:515,664..517,190(+)	carboxypeptidase C	
YBR140C	YBR140C-t26_1	BK006936:517,350..526,628(-)	GTPase-activating protein IRA1	
YBR141C	YBR141C-t26_1	BK006936:527,025..528,038(-)	25S rRNA (adenine2142-N1)-methyltransferase	
YBR142W	YBR142W-t26_1	BK006936:528,317..530,638(+)	putative ATP-dependent RNA helicase	
YBR143C	YBR143C-t26_1	BK006936:530,869..532,182(-)	translation termination factor eRF1	
YBR145W	YBR145W-t26_1	BK006936:533,762..534,817(+)	alcohol dehydrogenase ADH5	
YBR146W	YBR146W-t26_1	BK006936:535,260..536,096(+)	mitochondrial 37S ribosomal protein MRPS9	
YBR147W	YBR147W-t26_1	BK006936:536,575..537,465(+)	cationic amino acid transporter	
YBR148W	YBR148W-t26_1	BK006936:537,876..539,705(+)	Ysw1p	
YBR149W	YBR149W-t26_1	BK006936:539,987..541,021(+)	D-arabinose 1-dehydrogenase (NAD(P)(+)) ARA1	
YBR150C	YBR150C-t26_1	BK006936:541,209..544,493(-)	Tbs1p	
YBR151W	YBR151W-t26_1	BK006936:545,028..545,978(+)	Apd1p	
YBR152W	YBR152W-t26_1	BK006936:546,376..547,251(+)	U4/U6-U5 snRNP complex subunit SPP381	
YBR153W	YBR153W-t26_1	BK006936:547,460..548,194(+)	2,5-diamino-6-(ribosylamino)-4(3H)-pyrimidinone 5'-phosphate reductase	
YBR154C	YBR154C-t26_1	BK006936:548,362..549,009(-)	DNA-directed RNA polymerase core subunit RPB5	
YBR155W	YBR155W-t26_1	BK006936:549,771..550,928(+)	HSP70/90 family co-chaperone CNS1	
YBR156C	YBR156C-t26_1	BK006936:551,104..553,200(-)	Sli15p	
YBR157C	YBR157C-t26_1	BK006936:553,543..554,310(-)	Ics2p	
YBR158W	YBR158W-t26_1	BK006936:556,549..558,198(+)	Amn1p	
YBR159W	YBR159W-t26_1	BK006936:558,685..559,728(+)	ketoreductase	
YBR160W	YBR160W-t26_1	BK006936:560,078..560,974(+)	cyclin-dependent serine/threonine-protein kinase CDC28	
YBR161W	YBR161W-t26_1	BK006936:561,634..562,764(+)	mannosylinositol phosphorylceramide synthase catalytic subunit CSH1	
YBR162C	YBR162C-t26_1	BK006936:563,203..564,570(-)	Tos1p	
YBR162W-A	YBR162W-A-t26_1	BK006936:565,231..565,428(+)	Ysy6p	
YBR163W	YBR163W-t26_1	BK006936:565,723..567,480(+)	Exo5p	
YBR164C	YBR164C-t26_1	BK006936:567,875..568,426(-)	Arf family GTPase ARL1	
YBR165W	YBR165W-t26_1	BK006936:568,852..569,685(+)	Ubs1p	
YBR166C	YBR166C-t26_1	BK006936:569,842..571,200(-)	prephenate dehydrogenase (NADP(+))	
YBR167C	YBR167C-t26_1	BK006936:571,468..571,890(-)	ribonuclease P/MRP protein subunit POP7	
YBR168W	YBR168W-t26_1	BK006936:572,371..573,612(+)	Pex32p	
YBR169C	YBR169C-t26_1	BK006936:573,915..575,996(-)	adenyl-nucleotide exchange factor SSE2	
YBR170C	YBR170C-t26_1	BK006936:576,344..578,086(-)	Npl4p	
YBR171W	YBR171W-t26_1	BK006936:578,364..578,984(+)	Sec63 complex subunit SEC66	
YBR172C	YBR172C-t26_1	BK006936:579,150..581,372(-)	Smy2p	
YBR173C	YBR173C-t26_1	BK006936:581,726..582,172(-)	Ump1p	
YBR175W	YBR175W-t26_1	BK006936:582,408..583,355(+)	Swd3p	
YBR176W	YBR176W-t26_1	BK006936:583,720..584,658(+)	3-methyl-2-oxobutanoate hydroxymethyltransferase	
YBR177C	YBR177C-t26_1	BK006936:584,807..586,162(-)	medium-chain fatty acid ethyl ester synthase/esterase	
YBR179C	YBR179C-t26_1	BK006936:586,547..589,114(-)	mitofusin	
YBR180W	YBR180W-t26_1	BK006936:589,741..591,459(+)	Dtr1p	
YBR181C	YBR181C-t26_1	BK006936:591,712..592,774(-)	ribosomal 40S subunit protein S6B	
YBR182C	YBR182C-t26_1	BK006936:593,506..594,864(-)	Smp1p	
YBR182C-A	YBR182C-A-t26_1	BK006936:595,361..595,555(-)	hypothetical protein	
YBR183W	YBR183W-t26_1	BK006936:596,115..597,065(+)	phytoceramidase	
YBR184W	YBR184W-t26_1	BK006936:597,363..598,934(+)	hypothetical protein	
YBR185C	YBR185C-t26_1	BK006936:599,123..599,959(-)	Mba1p	
YBR186W	YBR186W-t26_1	BK006936:600,553..602,360(+)	Pch2p	
YBR187W	YBR187W-t26_1	BK006936:602,634..603,476(+)	putative ribosome biosynthesis protein GDT1	
YBR188C	YBR188C-t26_1	BK006936:603,685..604,107(-)	Ntc20p	
YBR189W	YBR189W-t26_1	BK006936:604,508..605,508(+)	ribosomal 40S subunit protein S9B	
YBR191W	YBR191W-t26_1	BK006936:606,270..607,140(+)	ribosomal 60S subunit protein L21A	
YBR192W	YBR192W-t26_1	BK006936:607,652..608,785(+)	Rim2p	
YBR193C	YBR193C-t26_1	BK006936:609,082..609,753(-)	Med8p	
YBR194W	YBR194W-t26_1	BK006936:610,038..610,409(+)	Aim4p	
YBR195C	YBR195C-t26_1	BK006936:610,614..611,882(-)	Msi1p	
YBR196C	YBR196C-t26_1	BK006936:612,236..613,900(-)	glucose-6-phosphate isomerase	
YBR196C-A	YBR196C-A-t26_1	BK006936:614,024..614,173(-)	hypothetical protein	
YBR196C-B	YBR196C-B-t26_1	BK006936:614,526..614,630(-)	hypothetical protein	
YBR197C	YBR197C-t26_1	BK006936:615,203..615,856(-)	hypothetical protein	
YBR198C	YBR198C-t26_1	BK006936:616,127..618,523(-)	chromatin modification protein TAF5	
YBR199W	YBR199W-t26_1	BK006936:618,909..620,303(+)	putative mannosyltransferase	
YBR200W	YBR200W-t26_1	BK006936:620,872..622,527(+)	phosphatidylinositol-3-phosphate-binding protein BEM1	
YBR200W-A	YBR200W-A-t26_1	BK006936:622,983..623,147(+)	hypothetical protein	
YBR201C-A	YBR201C-A-t26_1	BK006936:624,493..624,696(-)	hypothetical protein	
YBR201W	YBR201W-t26_1	BK006936:623,576..624,211(+)	Der1p	
YBR202W	YBR202W-t26_1	BK006936:625,772..628,309(+)	mini-chromosome maintenance complex protein 7	
YBR203W	YBR203W-t26_1	BK006936:629,168..631,942(+)	Cos111p	
YBR204C	YBR204C-t26_1	BK006936:632,254..633,381(-)	triacylglycerol lipase	
YBR205W	YBR205W-t26_1	BK006936:633,622..634,836(+)	mannosyltransferase KTR3	
YBR207W	YBR207W-t26_1	BK006936:635,146..636,543(+)	Fth1p	
YBR208C	YBR208C-t26_1	BK006936:636,703..642,210(-)	bifunctional urea carboxylase/allophanate hydrolase	
YBR210W	YBR210W-t26_1	BK006936:645,550..645,978(+)	Erv15p	
YBR211C	YBR211C-t26_1	BK006936:646,158..647,132(-)	Ame1p	
YBR212W	YBR212W-t26_1	BK006936:647,886..649,904(+)	Ngr1p	
YBR213W	YBR213W-t26_1	BK006936:650,368..651,192(+)	bifunctional precorrin-2 dehydrogenase/sirohydrochlorin ferrochelatase MET8	
YBR214W	YBR214W-t26_1	BK006936:651,415..652,998(+)	Sds24p	
YBR215W	YBR215W-t26_1	BK006936:653,356..655,317(+)	Hpc2p	
YBR216C	YBR216C-t26_1	BK006936:655,576..657,600(-)	Ybp1p	
YBR217W	YBR217W-t26_1	BK006936:657,832..658,392(+)	Atg12p	
YBR218C	YBR218C-t26_1	BK006936:658,707..662,249(-)	pyruvate carboxylase 2	
YBR219C	YBR219C-t26_1	BK006936:662,499..663,303(-)	hypothetical protein	
YBR220C	YBR220C-t26_1	BK006936:662,995..664,677(-)	hypothetical protein	
YBR221C	YBR221C-t26_1	BK006936:665,153..666,253(-)	pyruvate dehydrogenase (acetyl-transferring) subunit E1 beta	
YBR221W-A	YBR221W-A-t26_1	BK006936:666,538..666,642(+)	hypothetical protein	
YBR222C	YBR222C-t26_1	BK006936:666,720..668,351(-)	Pcs60p	
YBR223C	YBR223C-t26_1	BK006936:668,663..670,297(-)	tyrosyl-DNA phosphodiesterase 1	
YBR225W	YBR225W-t26_1	BK006936:670,627..673,329(+)	hypothetical protein	
YBR227C	YBR227C-t26_1	BK006936:673,572..675,134(-)	Mcx1p	
YBR228W	YBR228W-t26_1	BK006936:675,313..676,227(+)	endonuclease	
YBR229C	YBR229C-t26_1	BK006936:676,357..679,221(-)	glucan 1,3-alpha-glucosidase ROT2	
YBR230C	YBR230C-t26_1	BK006936:679,549..680,050(-)	Om14p	
YBR230W-A	YBR230W-A-t26_1	BK006936:680,362..680,562(+)	hypothetical protein	
YBR231C	YBR231C-t26_1	BK006936:682,179..683,090(-)	Swc5p	
YBR233W	YBR233W-t26_1	BK006936:683,428..684,669(+)	Pbp2p	
YBR233W-A	YBR233W-A-t26_1	BK006936:684,977..685,261(+)	Dad3p	
YBR234C	YBR234C-t26_1	BK006936:685,438..686,592(-)	Arc40p	
YBR235W	YBR235W-t26_1	BK006936:686,901..690,263(+)	Vhc1p	
YBR236C	YBR236C-t26_1	BK006936:690,383..691,693(-)	mRNA (guanine-N7)-methyltransferase	
YBR237W	YBR237W-t26_1	BK006936:691,969..694,518(+)	DEAD-box RNA helicase PRP5	
YBR238C	YBR238C-t26_1	BK006936:695,107..697,302(-)	hypothetical protein	
YBR239C	YBR239C-t26_1	BK006936:698,354..699,943(-)	Ert1p	
YBR240C	YBR240C-t26_1	BK006936:700,490..701,842(-)	Thi2p	
YBR241C	YBR241C-t26_1	BK006936:702,589..704,055(-)	hypothetical protein	
YBR242W	YBR242W-t26_1	BK006936:704,670..705,386(+)	hypothetical protein	
YBR243C	YBR243C-t26_1	BK006936:705,447..706,793(-)	UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase	
YBR244W	YBR244W-t26_1	BK006936:707,528..708,016(+)	glutathione peroxidase GPX2	
YBR245C	YBR245C-t26_1	BK006936:708,150..711,539(-)	chromatin-remodeling ATPase ISW1	
YBR246W	YBR246W-t26_1	BK006936:711,591..712,754(+)	diphthamide synthase	
YBR247C	YBR247C-t26_1	BK006936:713,004..714,455(-)	snoRNA-binding rRNA-processing protein ENP1	
YBR248C	YBR248C-t26_1	BK006936:714,807..716,465(-)	imidazoleglycerol-phosphate synthase	
YBR249C	YBR249C-t26_1	BK006936:716,882..717,994(-)	3-deoxy-7-phosphoheptulonate synthase ARO4	
YBR250W	YBR250W-t26_1	BK006936:719,033..720,604(+)	Spo23p	
YBR251W	YBR251W-t26_1	BK006936:721,390..722,313(+)	mitochondrial 37S ribosomal protein MRPS5	
YBR252W	YBR252W-t26_1	BK006936:722,611..723,054(+)	bifunctional dITP/dUTP diphosphatase	
YBR253W	YBR253W-t26_1	BK006936:723,270..723,635(+)	Srb6p	
YBR254C	YBR254C-t26_1	BK006936:723,736..724,263(-)	TRAPP subunit TRS20	
YBR255C-A	YBR255C-A-t26_1	BK006936:726,618..727,074(-)	hypothetical protein	
YBR255W	YBR255W-t26_1	BK006936:724,456..726,540(+)	Mtc4p	
YBR256C	YBR256C-t26_1	BK006936:727,386..728,102(-)	riboflavin synthase	
YBR257W	YBR257W-t26_1	BK006936:728,885..729,724(+)	RNase P/RNase MRP complex subunit	
YBR258C	YBR258C-t26_1	BK006936:729,734..730,162(-)	Shg1p	
YBR259W	YBR259W-t26_1	BK006936:730,387..732,453(+)	hypothetical protein	
YBR260C	YBR260C-t26_1	BK006936:732,639..734,639(-)	Rgd1p	
YBR261C	YBR261C-t26_1	BK006936:734,832..735,530(-)	N-terminal protein methyltransferase	
YBR262C	YBR262C-t26_1	BK006936:735,720..736,040(-)	Mic12p	
YBR263W	YBR263W-t26_1	BK006936:736,264..737,736(+)	glycine hydroxymethyltransferase SHM1	
YBR264C	YBR264C-t26_1	BK006936:737,770..738,369(-)	Rab family GTPase YPT10	
YBR265W	YBR265W-t26_1	BK006936:738,582..739,544(+)	3-dehydrosphinganine reductase	
YBR267W	YBR267W-t26_1	BK006936:739,841..741,022(+)	Rei1p	
YBR268W	YBR268W-t26_1	BK006936:741,299..741,616(+)	mitochondrial 54S ribosomal protein YmL37	
YBR269C	YBR269C-t26_1	BK006936:742,160..742,576(-)	Sdh8p	
YBR270C	YBR270C-t26_1	BK006936:742,761..744,398(-)	Bit2p	
YBR271W	YBR271W-t26_1	BK006936:744,852..746,111(+)	S-adenosylmethionine-dependent methyltransferase	
YBR272C	YBR272C-t26_1	BK006936:746,361..747,803(-)	Hsm3p	
YBR273C	YBR273C-t26_1	BK006936:748,061..749,371(-)	Ubx7p	
YBR274W	YBR274W-t26_1	BK006936:749,594..751,177(+)	serine/threonine protein kinase CHK1	
YBR275C	YBR275C-t26_1	BK006936:751,356..757,106(-)	DNA-binding protein RIF1	
YBR276C	YBR276C-t26_1	BK006936:757,620..760,043(-)	tyrosine/serine/threonine protein phosphatase PPS1	
YBR278W	YBR278W-t26_1	BK006936:760,294..760,899(+)	DNA polymerase epsilon noncatalytic subunit	
YBR279W	YBR279W-t26_1	BK006936:761,257..762,594(+)	Paf1p	
YBR280C	YBR280C-t26_1	BK006936:762,784..764,697(-)	SCF ubiquitin ligase complex subunit SAF1	
YBR281C	YBR281C-t26_1	BK006936:764,970..767,606(-)	glutamine amidotransferase subunit DUG2	
YBR282W	YBR282W-t26_1	BK006936:768,240..768,680(+)	mitochondrial 54S ribosomal protein YmL27	
YBR283C	YBR283C-t26_1	BK006936:768,943..770,415(-)	Ssh1p	
YBR284W	YBR284W-t26_1	BK006936:771,239..773,632(+)	metallo-dependent hydrolase superfamily protein	
YBR285W	YBR285W-t26_1	BK006936:773,922..774,356(+)	hypothetical protein	
YBR286W	YBR286W-t26_1	BK006936:774,700..776,313(+)	Ape3p	
YBR287W	YBR287W-t26_1	BK006936:776,571..777,854(+)	hypothetical protein	
YBR288C	YBR288C-t26_1	BK006936:778,012..779,463(-)	Apm3p	
YBR289W	YBR289W-t26_1	BK006936:779,667..782,384(+)	Snf5p	
YBR290W	YBR290W-t26_1	BK006936:782,591..783,556(+)	Bsd2p	
YBR291C	YBR291C-t26_1	BK006936:783,673..784,572(-)	Ctp1p	
YBR293W	YBR293W-t26_1	BK006936:787,006..788,430(+)	Vba2p	
YBR294W	YBR294W-t26_1	BK006936:789,235..791,814(+)	sulfate permease	
YBR295W	YBR295W-t26_1	BK006936:792,849..796,499(+)	cation-transporting P-type ATPase PCA1	
YBR296C	YBR296C-t26_1	BK006936:796,798..798,522(-)	Pho89p	
YBR296C-A	YBR296C-A-t26_1	BK006936:800,123..800,242(-)	hypothetical protein	
YBR297W	YBR297W-t26_1	BK006936:800,523..801,929(+)	transcription factor MAL33	
YBR298C	YBR298C-t26_1	BK006936:802,631..804,475(-)	maltose permease	
YBR298C-A	YBR298C-A-t26_1	BK006936:805,035..805,256(-)	hypothetical protein	
YBR299W	YBR299W-t26_1	BK006936:805,351..807,105(+)	alpha-glucosidase MAL32	
YBR301W	YBR301W-t26_1	BK006936:809,057..809,419(+)	seripauperin PAU24	
YBR302C	YBR302C-t26_1	BK006936:810,340..811,479(-)	Cos2p	
YCL001W	YCL001W-t26_1	BK006937:111,916..112,482(+)	protein retreival receptor	
YCL001W-A	YCL001W-A-t26_1	BK006937:113,080..113,541(+)	hypothetical protein	
YCL001W-B	YCL001W-B-t26_1	BK006937:113,770..114,024(+)	hypothetical protein	
YCL002C	YCL002C-t26_1	BK006937:110,808..111,675(-)	hypothetical protein	
YCL004W	YCL004W-t26_1	BK006937:109,105..110,670(+)	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	
YCL005W	YCL005W-t26_1	BK006937:108,021..108,791(+)	Ldb16p	
YCL005W-A	YCL005W-A-t26_1	BK006937:107,023..107,417(+)	H(+)-transporting V0 sector ATPase subunit e	
YCL008C	YCL008C-t26_1	BK006937:105,696..106,853(-)	ubiquitin-binding ESCRT-I subunit protein STP22	
YCL009C	YCL009C-t26_1	BK006937:104,619..105,548(-)	acetolactate synthase regulatory subunit	
YCL010C	YCL010C-t26_1	BK006937:103,571..104,350(-)	Sgf29p	
YCL011C	YCL011C-t26_1	BK006937:102,075..103,358(-)	single-stranded telomeric DNA-binding/mRNA-binding protein	
YCL012C	YCL012C-t26_1	BK006937:101,317..101,788(-)	hypothetical protein	
YCL014W	YCL014W-t26_1	BK006937:96,281..101,191(+)	Bud3p	
YCL016C	YCL016C-t26_1	BK006937:94,621..95,763(-)	Dcc1p	
YCL017C	YCL017C-t26_1	BK006937:92,777..94,270(-)	Nfs1p	
YCL018W	YCL018W-t26_1	BK006937:91,324..92,418(+)	3-isopropylmalate dehydrogenase	
YCL019W	YCL019W-t26_1	BK006937:85,102..90,415(+)	gag-pol fusion protein	
YCL020W	YCL020W-t26_1	BK006937:85,102..86,418(+)	gag protein	
YCL021W-A	YCL021W-A-t26_1	BK006937:83,620..83,997(+)	hypothetical protein	
YCL024W	YCL024W-t26_1	BK006937:79,162..82,275(+)	serine/threonine protein kinase	
YCL025C	YCL025C-t26_1	BK006937:76,018..77,919(-)	amino acid transporter AGP1	
YCL026C-A	YCL026C-A-t26_1	BK006937:74,704..75,285(-)	type II nitroreductase	
YCL026C-B	YCL026C-B-t26_1	BK006937:73,405..73,986(-)	putative nitroreductase	
YCL027W	YCL027W-t26_1	BK006937:71,803..73,341(+)	Fus1p	
YCL028W	YCL028W-t26_1	BK006937:70,150..71,367(+)	prion domain-containing protein RNQ1	
YCL029C	YCL029C-t26_1	BK006937:68,599..69,921(-)	Bik1p	
YCL030C	YCL030C-t26_1	BK006937:65,934..68,333(-)	trifunctional histidinol dehydrogenase/phosphoribosyl-AMP cyclohydrolase/phosphoribosyl-ATP diphosphatase	
YCL031C	YCL031C-t26_1	BK006937:64,675..65,568(-)	Rrp7p	
YCL032W	YCL032W-t26_1	BK006937:63,441..64,481(+)	Ste50p	
YCL033C	YCL033C-t26_1	BK006937:62,776..63,282(-)	Mxr2p	
YCL034W	YCL034W-t26_1	BK006937:61,658..62,722(+)	Lsb5p	
YCL035C	YCL035C-t26_1	BK006937:60,841..61,173(-)	dithiol glutaredoxin GRX1	
YCL036W	YCL036W-t26_1	BK006937:59,026..60,726(+)	Gfd2p	
YCL037C	YCL037C-t26_1	BK006937:57,374..58,678(-)	Sro9p	
YCL038C	YCL038C-t26_1	BK006937:54,941..56,527(-)	Atg22p	
